insert 9687746 0,15918711859695 240
insert 2684842 0,341915059528274 297
insert 361400 0,668721449872815 100
insert 3873366 0,562225372792327 122
insert 3994567 0,684315959775967 247
insert 6462306 0,373288583649922 143
insert 8981962 0,524837035930174 344
insert 8310836 0,379917653454429 21
insert 2898460 0,132818561109164 281
insert 5022478 0,223418827272681 239
insert 923877 0,523747466748463 135
insert 4556850 0,577423140209831 43
insert 6225040 0,807578108183843 204
insert 3557518 0,0621078014662991 44
insert 8553240 0,203460479715588 326
insert 6744120 0,889329856675738 230
insert 8973341 0,54254934868894 306
insert 6754274 0,133176989449736 356
insert 7487752 0,916263150012243 243
insert 7257138 0,978638180987275 75
insert 464517 0,533892140972378 160
insert 6143732 0,294948834597575 13
insert 9623425 0,943771639812631 38
insert 5658458 0,0237265564611771 203
insert 8307242 0,542444369542619 166
insert 8330045 0,975759519252814 63
insert 1520431 0,615434052709227 87
insert 1393343 0,604913783075713 245
insert 8143128 0,416960323423594 140
insert 3868242 0,706909871058031 238
insert 4451657 0,896790160749476 298
insert 3595870 0,309300175546343 190
insert 6796575 0,240950815957482 327
insert 8688686 0,712069529440286 340
insert 5344958 0,331488251374796 186
insert 2844509 0,844703185299739 212
insert 5272420 0,915770643817154 338
insert 4996435 0,573670729330587 130
insert 9656077 0,907117348586729 334
insert 7644331 0,800060464441804 316
insert 6479074 0,57551825445868 85
insert 4457328 0,120680055171568 45
insert 7367705 0,471137193250999 83
insert 9345135 0,153347016849251 264
insert 2679455 0,283174554017919 325
insert 2979304 0,604838514982182 98
insert 1620466 0,529861850445094 206
insert 7998378 0,859582217810481 284
insert 7206563 0,945522215657645 116
insert 4657357 0,393979275782583 144
insert 5992373 0,91522440217213 158
insert 305231 0,220961172702239 49
insert 7086964 0,0887630251649595 75
insert 3918863 0,547680419193432 134
insert 3575884 0,592728469331157 274
insert 2056949 0,231698051668563 104
insert 4598396 0,667677306415363 108
insert 6555528 0,602386457660415 97
insert 3057313 0,848069571353528 257
insert 4457225 0,72507646993039 63
insert 8038169 0,271034749350992 27
insert 8309613 0,335276271372697 85
insert 2939183 0,237422394676796 22
insert 7668132 0,589234039461815 185
insert 626173 0,770160289839916 353
insert 1986911 0,44224943148077 96
insert 287156 0,514961431974062 256
insert 326232 0,00589619390941048 261
insert 999039 0,94368447640151 112
insert 1706917 0,724791760893907 134
insert 4206152 0,262973906594782 130
insert 356503 0,588069432223248 99
insert 2964080 0,526627058874176 92
insert 5243010 0,911776575684443 357
insert 2282827 0,693026356721775 28
insert 7862033 0,592935490698058 299
insert 2880171 0,107040226975009 146
insert 4490822 0,41700694124075 75
insert 4613336 0,771193708186594 95
insert 3508559 0,731057373681598 140
insert 9252846 0,123226614260686 184
insert 6893217 0,346198009953926 117
insert 1523889 0,0269669788083839 65
insert 7055357 0,902283071494793 329
insert 94015 0,504414587982192 217
insert 7195485 0,804340462109232 112
insert 6478587 0,31370064956774 126
insert 4806117 0,88267455477392 222
insert 9670714 0,971532950164533 304
insert 1535715 0,574316681164464 294
insert 115071 0,945552126479127 286
insert 8658604 0,599016342125375 283
insert 4816450 0,538961014030017 124
insert 7521831 0,633814409204672 203
insert 6501353 0,582481421335824 73
insert 4901977 0,439680737648011 328
insert 6069301 0,741785168527525 348
insert 9522687 0,702997245687524 150
insert 408428 0,444672893474192 86
insert 8948790 0,722250318491017 134
insert 4802931 0,998817417304412 162
insert 3652151 0,694028647008365 344
insert 1200526 0,143541147533591 325
insert 8146348 0,237903483788438 95
insert 9660414 0,895675568327157 244
insert 7847804 0,830476466487384 108
insert 4129943 0,476873694209789 191
insert 9333746 0,54664133561153 299
insert 8500224 0,0592383961469114 87
insert 3782129 0,825017593719539 55
insert 5479979 0,586765923344887 294
insert 9721632 0,271889966573515 228
insert 1133182 0,284920176623818 319
insert 2480262 0,370145079852149 106
insert 71941 0,79229528680085 181
insert 7014737 0,986227227834159 290
insert 7374704 0,256062335453957 221
insert 9403589 0,481884721425308 88
insert 8428128 0,546918555417526 162
insert 6201187 0,515192655620721 228
insert 7141760 0,741839726335294 114
insert 7510547 0,266636992928869 234
insert 4486687 0,993878203441332 224
insert 448892 0,671462259568024 196
insert 4117403 0,164968167974133 38
insert 2357126 0,926180504693734 271
insert 3286498 0,148548679961147 26
insert 4352332 0,640742477327931 204
insert 5401470 0,607638975888323 37
insert 5713340 0,129350439705583 260
insert 1828209 0,493199429238774 277
insert 2536625 0,533850146240485 226
insert 9776160 0,256139310196107 189
insert 8527441 0,252805045457932 357
insert 1835360 0,692581235287982 210
insert 686401 0,528618566938033 114
insert 1386480 0,607100224870769 223
insert 6978300 0,29146895710913 131
insert 5617790 0,27894286079283 36
insert 7495682 0,210907775541259 237
insert 5462563 0,877334681282441 311
insert 8988141 0,86206833825543 64
insert 7758287 0,158077835644632 227
insert 4784232 0,258096586101733 241
insert 2286877 0,475905703602315 322
insert 806621 0,251697127824508 341
insert 9843551 0,471506884541133 28
insert 7879646 0,432686061334184 188
insert 1042333 0,484990877325177 72
insert 4030835 0,691883440917303 91
insert 5272081 0,2280477407519 16
insert 8666602 0,306487765771564 135
insert 1278212 0,284721885009074 298
insert 4063372 0,292811368262773 133
insert 6857985 0,660224749082804 125
insert 9506968 0,469142277943502 293
insert 4709003 0,481116938628776 9
insert 1529360 0,765213113168819 266
insert 5799776 0,758291710055569 160
insert 3422775 0,794580830165456 135
insert 9765323 0,372745223516945 167
insert 3762107 0,951215156331293 10
insert 6248096 0,362027478107264 60
insert 5202732 0,952840883262847 348
insert 1176483 0,578017936822967 64
insert 7084796 0,102166116750876 278
insert 1732465 0,153536504206032 5
insert 3861672 0,932183204187166 75
insert 2276615 0,374272097542077 166
insert 3058306 0,286682668741179 197
insert 9308217 0,785543711756144 176
insert 4534354 0,429804887357077 331
insert 9043463 0,309587795431534 255
insert 3189547 0,325887196383386 38
insert 6461453 0,950627070828633 190
insert 602704 0,0352876619600168 67
insert 5607053 0,871497930433367 236
insert 6721873 0,169030972835157 230
insert 3612288 0,590365139576777 158
insert 2554278 0,14854918380666 207
insert 5672142 0,318979016188057 27
insert 6212218 0,589451526100492 60
insert 4768341 0,664212908905099 53
insert 2586293 0,804133341090816 285
insert 634517 0,854291782646576 297
insert 9087337 0,740021902946766 353
insert 6824904 0,167391062326446 122
insert 2756394 0,745125268932956 149
insert 8920704 0,258634436530357 221
insert 8490967 0,09220657455372 302
insert 4795041 0,648918444127272 57
insert 1320665 0,751740575652449 2
insert 317699 0,024923433561308 130
insert 3609788 0,583436302181071 133
insert 389821 0,302076003189234 24
insert 8635472 0,608735588197008 113
insert 8133950 0,452495062003143 306
insert 4590058 0,572937445516203 353
insert 2379586 0,291574766529526 206
insert 6601600 0,729151419703454 119
insert 5507844 0,627737459087622 205
insert 3087733 0,779125246116484 55
insert 6315397 0,931385185537574 36
insert 8207411 0,876963809075283 257
insert 6203805 0,321511563063372 210
insert 9679096 0,236657324357264 159
insert 3478201 0,0285231904259525 233
insert 3017735 0,035701710747416 230
insert 9890965 0,0204982394448008 27
insert 1798804 0,894107910755141 165
insert 4330544 0,37160991941188 106
insert 303584 0,81019445127351 344
insert 7990684 0,730208825194374 188
insert 9121496 0,232007562290881 243
insert 2121879 0,992653890509463 207
insert 1352447 0,838625297340856 90
insert 3972033 0,270048940680013 19
insert 1308044 0,312339922093013 252
insert 6809182 0,24901088385331 213
insert 9322948 0,319676790535299 273
insert 792338 0,45165921954981 13
insert 6423853 0,387686694687087 181
insert 4193264 0,590022133472386 184
insert 6282559 0,168841263823603 182
insert 9200985 0,435670456586252 286
insert 9725484 0,0895855655379526 15
insert 641802 0,853851743905736 65
insert 8245551 0,78267712880982 224
insert 4052483 0,30224995142885 21
insert 5951437 0,349440213921219 202
insert 3636630 0,866773596902738 147
insert 7643237 0,832915794026533 280
insert 6400731 0,569802585323249 217
insert 701773 0,715918311716951 89
insert 7401087 0,768947444282913 36
insert 5484689 0,210705972840407 315
insert 9041126 0,708369795562872 57
insert 5489879 0,868114562178084 167
insert 5767540 0,254678782194238 240
insert 4132183 0,237137030920543 30
insert 4460838 0,824182670947249 86
insert 9501335 0,264592822298684 108
insert 959164 0,155774758269905 216
insert 161672 0,332475317796914 187
insert 4380806 0,99400289635826 49
insert 9332697 0,0844463454952679 4
insert 5228512 0,85677942394129 32
insert 1826005 0,691031183437924 230
insert 4017582 0,81467516665099 359
insert 9447069 0,187569685833328 208
insert 1113662 0,226854823169697 119
insert 5195304 0,624093470919921 321
insert 80212 0,789975226293306 181
insert 7991400 0,452552478505556 19
insert 2739148 0,887945315748428 135
insert 6396423 0,110907303686676 314
insert 3278916 0,643484286332263 61
insert 6552524 0,890367011488586 136
insert 9938927 0,263483360532431 47
insert 5995115 0,548375295264821 161
insert 3034086 0,151209476474304 348
insert 245176 0,904801033392922 38
insert 1871174 0,918550171851437 133
insert 2461977 0,925248533918172 106
insert 5093750 0,723711283283174 145
insert 366127 0,908685728865064 289
insert 2651759 0,762115911004188 253
insert 1245473 0,616815373588733 195
insert 4080045 0,456113845787995 121
insert 9523079 0,525637687894347 129
insert 7585841 0,408509743124484 86
insert 544369 0,495731377739334 108
insert 867261 0,249397152219618 353
insert 2702739 0,452524912288657 69
insert 5042022 0,081693823021694 258
insert 8757613 0,145877343670408 59
insert 9761306 0,957280000651851 127
insert 3300656 0,33433556060043 283
insert 7461497 0,17886126329138 192
insert 4241196 0,616513075594098 161
insert 7691326 0,234809478388545 141
insert 92993 0,487613638158708 186
insert 528711 0,454938096206141 82
insert 1028839 0,949886621884018 237
insert 8199415 0,994901957453649 111
insert 5114107 0,620345128523347 192
insert 8258496 0,532243257636318 111
insert 1698320 0,976177285879933 204
insert 58124 0,428518533440548 26
insert 4553405 0,308287173653155 114
insert 7669488 0,662606469198412 227
insert 5344570 0,501141300192634 78
insert 7994446 0,494902925330635 213
insert 2014969 0,822890129323532 248
insert 9386758 0,873246718139037 2
insert 6955090 0,510124034485837 122
insert 4766683 0,234739061554307 201
insert 9992725 0,598270025848537 30
insert 1384506 0,599300599470409 93
insert 8245547 0,0034868363307262 21
insert 4425646 0,597530641405625 52
insert 9111097 0,335935044258803 103
insert 264045 0,285484490583411 177
insert 918755 0,711966083250924 45
insert 9410413 0,624352685466573 255
insert 6192972 0,231156260814125 37
insert 5609643 0,310303423698202 330
insert 7347405 0,978672161222749 26
insert 7583539 0,767676346827148 23
insert 5486142 0,396006409263241 324
insert 9590832 0,974889851163556 176
insert 5349850 0,758932353350768 81
insert 5442883 0,0275660315656876 193
insert 7201132 0,669104555001997 80
insert 8456729 0,384792820729684 188
insert 4330739 0,0582311866144795 350
insert 3749166 0,519153430834018 132
insert 1557016 0,263590488239932 249
insert 1407006 0,707824028892361 222
insert 731028 0,152755811415965 204
insert 2229437 0,477790241352185 320
insert 5919199 0,132792323423918 265
insert 6340261 0,406056285559226 311
insert 4839936 0,0750089297420387 73
insert 5656188 0,840851082392433 230
insert 6937549 0,889067633491507 213
insert 5507751 0,325280048104599 255
insert 904191 0,173697569022746 315
insert 5336963 0,803381616623784 256
insert 7982326 0,394284474381378 18
insert 6065010 0,471185514457145 314
insert 9690529 0,497169516746499 68
insert 3351614 0,253752989346978 90
insert 7856967 0,799047817382518 234
insert 1084970 0,890923049250116 159
insert 1645541 0,590082730907054 152
insert 519845 0,446945650711165 294
insert 249791 0,522327676658671 297
insert 8588135 0,132524606367817 109
insert 126251 0,0582235944728477 118
insert 257768 0,83579343782542 4
insert 8143120 0,877492632659847 217
insert 3287800 0,596565917412083 123
insert 4498845 0,358593492470027 228
insert 3418788 0,765078387579451 189
insert 572702 0,981922094701753 101
insert 4327084 0,369142252658094 76
insert 2885599 0,746248132431064 341
insert 2323519 0,581521868045219 341
insert 473344 0,110239439229592 131
insert 8872216 0,322536359691311 70
insert 9225897 0,75991987705227 346
insert 6404030 0,294185000608761 4
insert 8403210 0,835774100309133 357
insert 790578 0,602099988889927 31
insert 1834417 0,683100296502514 272
insert 3012435 0,801543278061572 54
insert 213181 0,579916625553703 248
insert 1161118 0,73721691208762 32
insert 644329 0,581960078599844 106
insert 6549655 0,281445552260357 175
insert 9790366 0,56266291372602 12
insert 4397852 0,419289052681666 1
insert 5629778 0,416867169280009 247
insert 2693441 0,592387391530158 192
insert 2197820 0,20950211687456 51
insert 8589866 0,0489101778012282 323
insert 1916085 0,746090924249073 111
insert 2140423 0,865903488763563 267
insert 5064480 0,806477969422228 8
insert 8737090 0,575970102369771 256
insert 7174596 0,185355508320665 199
insert 5071903 0,100021184934313 14
insert 522950 0,743656501985926 94
insert 7520907 0,738265681424302 138
insert 4628654 0,751974049374449 355
insert 1557131 0,896329748861645 189
insert 9453971 0,205446322078559 191
insert 3975491 0,463357028767167 192
insert 1776303 0,764994256554634 250
insert 2934373 0,933337196211022 220
insert 9824555 0,68926877700224 302
insert 9755121 0,55188445120672 146
insert 9790396 0,712591736909278 39
insert 1047110 0,806691639966654 109
insert 6346103 0,439517770167216 2
insert 9240200 0,751176981139545 41
insert 7550905 0,350734863593585 327
insert 4949881 0,928311912309524 133
insert 1791750 0,319910458903718 259
insert 189739 0,329560018298011 120
insert 3426776 0,758857626821314 291
insert 6510001 0,769635232989506 17
insert 5437790 0,487353245488998 72
insert 5804973 0,176673585165606 66
insert 4182338 0,840686093475989 143
insert 2277962 0,762938865350065 8
insert 5275293 0,253610264628013 4
insert 5828299 0,538346898527046 209
insert 7026628 0,487467375810941 273
insert 4703732 0,796337150873773 83
insert 6850334 0,960065684262694 137
insert 7744540 0,76203341817578 17
insert 4949343 0,983610167160449 241
insert 9588283 0,380241010515132 94
insert 9138398 0,17459314930001 62
insert 7264102 0,0767543064787771 31
insert 9717690 0,951378796226987 200
insert 6981592 0,49144453485098 27
insert 3212096 0,759847664628107 79
insert 2277169 0,948337297862553 101
